LCD ,PLD,LFPD ,Density,PV(1),PV(2),PV(3),Dia,Pol,Dip,Qua ,Diffusion_Coefficient(?2/ps),D_LOG
21.3734,21.06636,21.3734,0.589453,3150.27,0.71596,1.21462,3.8,25.93,0,0,0.000867,-3.061983603
26.99111,26.79229,26.99111,0.564137,2636.34,0.75006,1.32957,3.8,25.93,0,0,0.000181,-3.743106497
24.84194,24.64025,24.84194,0.629215,2147.67,0.72922,1.15894,3.8,25.93,0,0,0.000521,-3.283510491
36.6259,36.44815,36.6259,0.377961,5301.04,0.81404,2.15377,3.8,25.93,0,0,0.000385,-3.414260729
27.26494,27.09127,27.26494,0.425241,3585.64,0.7799,1.83402,3.8,25.93,0,0,0.000368,-3.434522873
28.34328,27.94767,28.33102,0.2551,5562.41,0.87044,3.41215,3.8,25.93,0,0,0.000439,-3.357683723
22.84761,22.59156,22.84761,0.58779,2064.12,0.74626,1.2696,3.8,25.93,0,0,0.000877,-3.057203767
13.08539,12.65155,13.08539,0.526629,2529.5,0.73584,1.39726,3.8,25.93,0,0,0.000513,-3.28953711
20.70106,20.37761,20.70106,0.500431,2463.98,0.75854,1.51577,3.8,25.93,0,0,0.000175,-3.755932363
24.00484,23.76481,24.00484,0.458559,2125.25,0.76326,1.66447,3.8,25.93,0,0,0.000541,-3.267116166
16.34232,16.10076,16.34232,0.735392,1649.14,0.64338,0.87488,3.8,25.93,0,0,0.000293,-3.532408709
17.26716,16.9597,17.26716,0.639119,1991.46,0.67522,1.05649,3.8,25.93,0,0,0.000117,-3.932106316
19.01349,18.74902,19.01349,0.682093,3632.72,0.65726,0.963593,3.8,25.93,0,0,0.000297,-3.527128568
19.82916,19.56542,19.82916,0.618095,1846.44,0.70208,1.13588,3.8,25.93,0,0,0.000507,-3.294705924
20.85125,20.70571,20.83582,0.542844,2195.77,0.73326,1.35078,3.8,25.93,0,0,0.000156,-3.806741664
15.8315,15.56433,15.8315,0.740757,1618.07,0.62916,0.849347,3.8,25.93,0,0,0.000432,-3.364025991
17.26706,16.95958,17.26419,0.639119,1991.46,0.67522,1.05649,3.8,25.93,0,0,0.00016,-3.796862741
18.98326,18.71639,18.98326,0.682847,3628.04,0.65714,0.962353,3.8,25.93,0,0,0.000418,-3.378897251
15.42068,14.93228,15.42068,0.604932,1062.82,0.68446,1.13147,3.8,25.93,0,0,0.000267,-3.572761272
17.19289,16.79646,17.19289,0.560084,1307.08,0.7034,1.25588,3.8,25.93,0,0,0.000127,-3.896081065
8.37051,8.11322,8.37051,0.943597,396.956,0.54238,0.5748,3.8,25.93,0,0,0.000251,-3.599995274
9.10994,8.87747,9.10994,0.630796,7780.2,0.69804,1.1066,3.8,25.93,0,0,0.000284,-3.546901795
28.48347,28.33863,28.48026,0.497927,4051.32,0.7632,1.53275,3.8,25.93,0,0,0.000691,-3.160302108
34.74847,34.66495,34.74847,0.41099,4607.52,0.7944,1.93289,3.8,25.93,0,0,0.000308,-3.511007608
28.36973,28.21856,28.36846,0.483294,4207.14,0.76346,1.5797,3.8,25.93,0,0,0.000259,-3.586478524
22.78255,22.55143,22.78255,0.56554,4115.96,0.71354,1.2617,3.8,25.93,0,0,0.000187,-3.729079488
19.60248,19.29739,19.60248,0.535708,1527.62,0.71648,1.33745,3.8,25.93,0,0,0.000159,-3.798283085
18.81782,18.29288,18.80248,0.565303,2871,0.70742,1.2514,3.8,25.93,0,0,0.000137,-3.8645924
10.81315,10.36487,10.81315,0.847407,544.321,0.58238,0.687249,3.8,25.93,0,0,0.000202,-3.695249505
15.09602,14.74722,15.09602,0.639735,1036.39,0.67832,1.06031,3.8,25.93,0,0,0.000383,-3.417044032
13.58604,13.21507,13.58604,0.871359,878.771,0.58608,0.672605,3.8,25.93,0,0,0.0000782,-4.106973899
17.16309,16.90565,17.16309,0.539956,2501.32,0.73194,1.35556,3.8,25.93,0,0,0.000556,-3.254836904
10.74049,10.31186,10.74049,0.807356,645.961,0.5875,0.727684,3.8,25.93,0,0,0.00024,-3.619739789
28.59625,28.42026,28.59625,0.494548,3872.74,0.75602,1.52871,3.8,25.93,0,0,0.000234,-3.630254024
10.74822,10.29935,10.74822,0.860498,543.799,0.58716,0.682349,3.8,25.93,0,0,0.000158,-3.802075862
10.91633,10.51468,10.91633,0.81412,919.097,0.63038,0.774309,3.8,25.93,0,0,0.000161,-3.794287433
22.19192,21.85306,22.19192,0.483209,3947.31,0.7468,1.5455,3.8,25.93,0,0,0.0000977,-4.010300324
16.69084,16.55631,16.69084,0.525024,1532.02,0.72422,1.3794,3.8,25.93,0,0,0.000592,-3.227344298
20.07648,19.83084,20.07417,0.53864,1656.63,0.7362,1.36678,3.8,25.93,0,0,0.000362,-3.441132925
15.41147,14.96924,15.41147,0.632066,996.452,0.6705,1.06081,3.8,25.93,0,0,0.000259,-3.586138289
16.67361,16.26602,16.67361,0.560084,1308.9,0.70438,1.25763,3.8,25.93,0,0,0.000268,-3.572372623
15.76389,15.36759,15.76389,0.664583,1082.59,0.68804,1.0353,3.8,25.93,0,0,0.000232,-3.635298625
20.34648,19.25409,20.34648,0.357519,10898.5,0.81606,2.28256,3.8,25.93,0,0,0.000115,-3.938874644
15.19586,14.55347,15.19586,0.566202,1185.69,0.7147,1.26227,3.8,25.93,0,0,0.000192,-3.717633783
16.11387,15.85734,16.11387,0.65229,1099.66,0.68812,1.05493,3.8,25.93,0,0,0.000255,-3.593826051
25.67443,25.47826,25.67443,0.555688,2139.11,0.75434,1.35749,3.8,25.93,0,0,0.000843,-3.074305496
15.46863,14.94037,15.46863,0.573082,3288.36,0.69974,1.22101,3.8,25.93,0,0,0.000398,-3.399767745
22.85845,22.64663,22.85845,0.594918,1718.88,0.712,1.1968,3.8,25.93,0,0,0.000279,-3.553768504
31.51617,31.3507,31.51253,0.39188,3326.36,0.792,2.02103,3.8,25.93,0,0,0.000396,-3.402276332
12.45675,11.97745,12.44176,0.556172,6793.62,0.77364,1.39101,3.8,25.93,0,0,0.000458,-3.339518947
33.17197,32.98954,33.17197,0.352868,3903.39,0.82204,2.32959,3.8,25.93,0,0,0.000912,-3.040040547
21.09979,20.88746,21.0995,0.708376,1695.78,0.68848,0.971913,3.8,25.93,0,0,0.000664,-3.177617319
25.53746,25.37119,25.53746,0.531114,2080.21,0.70104,1.31994,3.8,25.93,0,0,0.000228,-3.642675073
28.37474,28.17131,28.37474,0.424027,3279.86,0.7745,1.82654,3.8,25.93,0,0,0.000252,-3.598894781
26.55682,26.34024,26.55682,0.461471,3209.24,0.7575,1.64149,3.8,25.93,0,0,0.000304,-3.517024663
22.20649,22.0541,22.18042,0.595993,1914.25,0.71942,1.2071,3.8,25.93,0,0,0.000285,-3.545216043
18.05827,17.73551,18.05827,0.753397,1708.56,0.64212,0.8523,3.8,25.93,0,0,0.000125,-3.901748858
21.40651,21.14333,21.40651,0.708258,1849.48,0.69508,0.981394,3.8,25.93,0,0,0.000494,-3.306567867
20.97455,20.68944,20.97455,0.593605,3829.27,0.71228,1.19992,3.8,25.93,0,0,0.0000714,-4.146521341
18.36341,18.03681,18.36341,0.64491,3648.21,0.67788,1.05112,3.8,25.93,0,0,0.000134,-3.873366256
20.89313,20.64125,20.89313,0.649405,3206.28,0.71994,1.10862,3.8,25.93,0,0,0.000302,-3.519375859
22.62219,22.37399,22.62219,0.555721,1917.69,0.73696,1.32613,3.8,25.93,0,0,0.000272,-3.56527933
29.80022,29.49294,29.80022,0.334979,4111.88,0.8318,2.48314,3.8,25.93,0,0,0.000415,-3.382148423
30.06839,29.81255,30.06839,0.387364,3770.07,0.80448,2.0768,3.8,25.93,0,0,0.000426,-3.370114644
16.15913,15.82205,16.15913,0.685503,1034.99,0.67114,0.979048,3.8,25.93,0,0,0.000526,-3.278796378
29.71946,29.53844,29.71609,0.44744,3294.15,0.77368,1.72912,3.8,25.93,0,0,0.000185,-3.732039676
11.54233,11.16384,11.5281,0.44744,6574.34,0.77204,1.72546,3.8,25.93,0,0,0.000251,-3.600402432
36.55572,36.3538,36.55572,0.438993,11115.1,0.7667,1.7465,3.8,25.93,0,0,0.000553,-3.25700529
28.02663,27.81966,28.02663,0.581978,5774.54,0.69322,1.19115,3.8,25.93,0,0,0.000258,-3.588858606
21.60557,21.35282,21.60557,0.73422,1844.57,0.67914,0.924981,3.8,25.93,0,0,0.00028,-3.552492588
7.81506,7.16577,7.81506,0.764414,991.117,0.59646,0.780284,3.8,25.93,0,0,0.000133,-3.876716465
11.69845,10.86349,11.68706,0.650729,4048,0.65582,1.00782,3.8,25.93,0,0,0.000109,-3.961091163
16.2845,15.87436,16.2845,0.589329,4216.7,0.68186,1.15701,3.8,25.93,0,0,0.000349,-3.456862802
15.91587,15.50715,15.91587,0.509455,5510.26,0.7303,1.43349,3.8,25.93,0,0,0.000174,-3.760324496
28.47879,28.26931,28.47879,0.41945,2926.4,0.78892,1.88084,3.8,25.93,0,0,0.000354,-3.45111072
27.21938,26.57139,27.21938,0.42372,6040.3,0.79308,1.87171,3.8,25.93,0,0,0.000392,-3.406209555
23.8272,23.44366,23.8272,0.596562,3819.72,0.7061,1.18362,3.8,25.93,0,0,0.0000867,-4.061832053
11.07817,10.44122,11.07812,0.80163,2617,0.60552,0.755361,3.8,25.93,0,0,0.000463,-3.334142867
21.25758,21.04598,21.25758,0.654405,1600.71,0.70018,1.06995,3.8,25.93,0,0,0.000218,-3.661728563
8.53024,8.17764,8.52354,0.685525,2837.53,0.67258,0.981116,3.8,25.93,0,0,0.000162,-3.790214092
26.17298,25.9788,26.17298,0.485933,2670.54,0.75644,1.55667,3.8,25.93,0,0,0.000699,-3.155760247
21.08793,20.91277,21.08793,0.656903,2172.64,0.70504,1.07328,3.8,25.93,0,0,0.000259,-3.586408987
21.5841,21.36289,21.5841,0.573908,1972.66,0.7139,1.24393,3.8,25.93,0,0,0.000427,-3.36911074
20.97439,20.82456,20.97439,0.678244,1924.39,0.684,1.00849,3.8,25.93,0,0,0.00031,-3.508610658
13.53719,13.20378,13.53719,0.731182,1034.67,0.63208,0.864463,3.8,25.93,0,0,0.000168,-3.774872681
10.61275,10.2231,10.61275,1.012,1434.3,0.51102,0.50496,3.8,25.93,0,0,0.000188,-3.725968902
10.62372,9.43269,10.62372,0.830132,1245.84,0.56658,0.682518,3.8,25.93,0,0,0.000238,-3.623386987
16.14031,15.82205,16.14031,0.705665,990.438,0.66114,0.936904,3.8,25.93,0,0,0.000225,-3.64831088
15.57976,15.27966,15.57976,0.82531,959.727,0.64064,0.776241,3.8,25.93,0,0,0.000281,-3.552000424
13.76832,13.37953,13.76832,0.779579,937.366,0.61054,0.783166,3.8,25.93,0,0,0.000118,-3.926881792
14.90134,14.60213,14.90134,1.01852,827.53,0.5954,0.584572,3.8,25.93,0,0,0.000264,-3.578828622
11.44839,11.09827,11.44839,0.960862,778.756,0.584,0.607788,3.8,25.93,0,0,0.000261,-3.583096821
12.70656,12.29359,12.70656,0.827766,1811.69,0.61636,0.744607,3.8,25.93,0,0,0.000198,-3.704323446
10.47163,9.83921,10.47163,0.904842,1675.92,0.55904,0.617832,3.8,25.93,0,0,0.00014,-3.855320119
14.97052,14.7679,14.95308,0.718381,1958.06,0.66222,0.921823,3.8,25.93,0,0,0.000272,-3.565180446
11.55867,11.08735,11.55867,0.938802,1820.56,0.58694,0.625201,3.8,25.93,0,0,0.000136,-3.866660081
12.15081,11.81351,12.12025,0.864589,1778.67,0.61072,0.70637,3.8,25.93,0,0,0.000131,-3.882479594
14.52869,13.70139,14.52869,0.595649,1700.22,0.72038,1.2094,3.8,25.93,0,0,0.000316,-3.500676787
41.35341,41.18724,41.35341,0.385723,7257.67,0.80936,2.09829,3.8,25.93,0,0,0.000251,-3.600097884
41.24391,41.07732,41.24391,0.385723,7245.47,0.808,2.09477,3.8,25.93,0,0,0.000388,-3.411082862
41.24391,41.07732,41.24391,0.385723,7245.47,0.808,2.09477,3.8,25.93,0,0,0.000438,-3.358103203
20.13681,19.92386,20.1365,0.451,11918.7,0.77704,1.72293,3.8,25.93,0,0,0.000296,-3.528202217
24.82692,24.60022,24.82692,0.556651,2130.23,0.75724,1.36035,3.8,25.93,0,0,0.000231,-3.636398715
22.41416,22.12966,22.41416,0.480598,2316.38,0.76984,1.60184,3.8,25.93,0,0,0.000127,-3.894495214
34.76966,34.60352,34.76966,0.385021,4646.32,0.81158,2.10789,3.8,25.93,0,0,0.000111,-3.956460389
19.70169,19.38528,19.70169,0.654828,2736.12,0.6831,1.04317,3.8,25.93,0,0,0.000302,-3.520684224
28.93586,28.27452,28.92517,0.457027,6190.18,0.77502,1.69579,3.8,25.93,0,0,0.000392,-3.40660578
17.20404,17.07883,17.20404,0.578927,1284.49,0.71114,1.22838,3.8,25.93,0,0,0.000298,-3.525075531
18.37499,18.25002,18.37499,0.580929,1401.06,0.70852,1.21963,3.8,25.93,0,0,0.000498,-3.303157059
18.51682,18.21743,18.51682,0.587766,1394.48,0.71146,1.21045,3.8,25.93,0,0,0.000379,-3.421162666
31.79267,31.61204,31.79267,0.41393,3469.26,0.79106,1.9111,3.8,25.93,0,0,0.00078,-3.107781214
28.64646,28.4495,28.64646,0.471217,2986.93,0.77974,1.65474,3.8,25.93,0,0,0.000249,-3.603013058
32.45893,32.2877,32.45893,0.423958,4436.87,0.79582,1.87712,3.8,25.93,0,0,0.000137,-3.863166307
36.80898,36.56538,36.80898,0.305877,6531.23,0.85228,2.78635,3.8,25.93,0,0,0.00035,-3.455748945
25.9916,25.77334,25.9916,0.451221,2523.65,0.7664,1.6985,3.8,25.93,0,0,0.000887,-3.052087931
10.31831,9.78342,10.31205,0.451221,5053.48,0.76734,1.70059,3.8,25.93,0,0,0.000341,-3.466933796
3.28702,2.58235,3.23754,1.75006,112.814,0.34854,0.199159,3.8,25.93,0,0,0.0000325,-4.487539404
3.40842,2.75123,3.33513,1.52098,116.24,0.35888,0.235953,3.8,25.93,0,0,0.0000509,-4.293391707
3.13591,2.37797,3.05936,1.97988,109.714,0.33704,0.170232,3.8,25.93,0,0,0.000029,-4.537607931
22.03485,21.62618,22.03485,0.383931,2529.68,0.79166,2.06199,3.8,25.93,0,0,0.000379,-3.42110157
17.39366,17.09611,17.39366,0.656099,1267.62,0.67792,1.03326,3.8,25.93,0,0,0.000317,-3.499158735
12.37291,11.93882,12.37291,0.792647,667.489,0.62412,0.787387,3.8,25.93,0,0,0.000193,-3.713953371
29.79756,29.60764,29.79756,0.510372,3113.24,0.76238,1.49377,3.8,25.93,0,0,0.000668,-3.175382173
11.30817,10.84077,11.30817,0.80209,645.785,0.61102,0.761785,3.8,25.93,0,0,0.000199,-3.701032576
26.31246,26.12562,26.31246,0.575112,2405.78,0.74662,1.29822,3.8,25.93,0,0,0.000259,-3.586696401
22.0624,21.80447,22.0624,0.614484,2902.96,0.7021,1.14258,3.8,25.93,0,0,0.000138,-3.861237141
17.25338,16.81645,17.25338,0.603533,3431.05,0.70444,1.16719,3.8,25.93,0,0,0.000222,-3.652762719
11.33951,11.03238,11.31706,0.76071,2416.08,0.62524,0.821917,3.8,25.93,0,0,0.000355,-3.449885733
16.09003,15.51812,16.08668,0.638178,2715.88,0.68218,1.06895,3.8,25.93,0,0,0.000142,-3.848329164
13.31199,13.08207,13.31199,0.767189,2973.66,0.61584,0.802723,3.8,25.93,0,0,0.000442,-3.354668352
17.09377,16.84206,17.09377,0.532221,3529.53,0.73936,1.3892,3.8,25.93,0,0,0.000136,-3.866502283
4.22768,3.14916,4.22461,1.08674,2179.78,0.46618,0.428972,3.8,25.93,0,0,0.0000973,-4.011926651
17.83727,16.65965,17.83727,0.39048,3241.45,0.81156,2.07836,3.8,25.93,0,0,0.000131,-3.883101714
18.52304,18.22152,18.52304,0.567406,1455.16,0.7167,1.26312,3.8,25.93,0,0,0.000434,-3.362287146
36.22341,36.02662,36.22341,0.339306,5034.6,0.8354,2.46208,3.8,25.93,0,0,0.000404,-3.393856686
29.23932,29.06392,29.23932,0.46773,3069.6,0.78664,1.68182,3.8,25.93,0,0,0.000384,-3.415756797
21.59608,21.38039,21.59608,0.630529,2436.03,0.71488,1.13378,3.8,25.93,0,0,0.000412,-3.384936455
26.98027,26.78672,26.98027,0.545355,2646.94,0.7615,1.39634,3.8,25.93,0,0,0.00012,-3.921917109
27.22791,27.03528,27.22791,0.610087,3156.48,0.73684,1.20776,3.8,25.93,0,0,0.000567,-3.246471076
18.72707,18.36705,18.72707,0.668765,6796.04,0.68874,1.02987,3.8,25.93,0,0,0.000302,-3.51935133
32.40942,32.24516,32.40942,0.429733,3972.54,0.79462,1.8491,3.8,25.93,0,0,0.000263,-3.580090757
18.6099,18.34018,18.6099,0.780161,1610.66,0.66288,0.84967,3.8,25.93,0,0,0.000148,-3.829120298
28.34378,28.14444,28.34378,0.390583,2890.04,0.79696,2.04044,3.8,25.93,0,0,0.000338,-3.471127563
31.56586,31.3874,31.56586,0.386802,3457.92,0.79814,2.06344,3.8,25.93,0,0,0.000852,-3.069557909
21.41247,21.08933,21.41247,0.546112,5526.64,0.70532,1.29153,3.8,25.93,0,0,0.000145,-3.838561897
8.04312,7.22529,8.04312,0.841525,1756.28,0.57772,0.686516,3.8,25.93,0,0,0.000246,-3.608705329
6.01854,4.47627,6.01218,0.765031,4114.93,0.6509,0.850815,3.8,25.93,0,0,0.000134,-3.87292283
17.87382,17.64716,17.87382,0.591307,3967.4,0.69584,1.17678,3.8,25.93,0,0,0.000373,-3.428033629
5.62048,4.52926,5.62048,1.08978,2286.81,0.48058,0.440989,3.8,25.93,0,0,0.000117,-3.933585646
9.01622,8.33297,9.01622,1.31832,1545.4,0.51742,0.392485,3.8,25.93,0,0,0.00015,-3.824802372
13.01052,12.37536,13.01052,0.841932,2192.74,0.63524,0.754502,3.8,25.93,0,0,0.000502,-3.299471081
24.37679,23.10631,24.37679,0.211123,10074,0.89566,4.24236,3.8,25.93,0,0,0.00084,-3.075846057
20.55214,14.28094,19.05149,0.222005,19060.7,0.891,4.01343,3.8,25.93,0,0,0.000732,-3.135444455
12.65039,12.16505,12.65039,0.718191,751.282,0.6402,0.891406,3.8,25.93,0,0,0.000168,-3.775687471
12.25808,11.77594,12.25808,0.695838,697.284,0.63582,0.913748,3.8,25.93,0,0,0.000262,-3.581112714
28.88867,28.6635,28.88867,0.406359,3590.43,0.79938,1.96718,3.8,25.93,0,0,0.000418,-3.378926849
14.80593,14.62566,14.80593,0.733371,1682.58,0.6312,0.860683,3.8,25.93,0,0,0.000172,-3.764044819
14.83456,14.58254,14.83456,0.695583,1710.47,0.64126,0.921903,3.8,25.93,0,0,0.000157,-3.804713191
11.8022,11.57197,11.8022,0.624831,1879.11,0.67518,1.08058,3.8,25.93,0,0,0.000667,-3.175831651
7.5968,6.87534,7.48988,0.634103,3297.63,0.66756,1.05276,3.8,25.93,0,0,0.000166,-3.780482497
7.5968,6.87534,7.48988,0.634103,3297.63,0.66756,1.05276,3.8,25.93,0,0,0.000113,-3.946438273
19.44004,19.17209,19.44004,0.683497,1504.01,0.6606,0.9665,3.8,25.93,0,0,0.000291,-3.535736284
7.18122,6.52104,7.18122,0.709613,2844.94,0.64866,0.914104,3.8,25.93,0,0,0.000127,-3.897605831
26.81881,26.6394,26.81881,0.482345,3355.22,0.76898,1.59425,3.8,25.93,0,0,0.000237,-3.624760627
31.90876,31.83908,31.90876,0.413394,4293.39,0.79784,1.92998,3.8,25.93,0,0,0.000658,-3.182013551
9.32516,8.82857,9.32516,0.937029,819.888,0.57504,0.613684,3.8,25.93,0,0,0.000235,-3.629374357
9.30798,8.80112,9.30798,0.929844,831.942,0.57902,0.622707,3.8,25.93,0,0,0.000154,-3.812981416
4.28544,2.88724,4.1716,0.996874,736.386,0.54946,0.551183,3.8,25.93,0,0,0.0000833,-4.079206371
4.17095,2.8594,4.17095,1.01793,709.683,0.54072,0.531196,3.8,25.93,0,0,0.000091,-4.040780213
9.20886,8.70331,9.20886,0.972077,777.768,0.55752,0.573535,3.8,25.93,0,0,0.000243,-3.615226487
9.13623,8.92012,9.13623,0.976153,765.539,0.55934,0.573004,3.8,25.93,0,0,0.000166,-3.780505355
7.59461,7.21421,7.59461,1.00061,732.009,0.54824,0.547907,3.8,25.93,0,0,0.000138,-3.859942989
6.11262,5.50941,6.11262,1.11456,595.362,0.49668,0.445627,3.8,25.93,0,0,0.000143,-3.846078842
9.31862,8.82172,9.31862,0.93869,817.868,0.57464,0.612173,3.8,25.93,0,0,0.000221,-3.655175364
4.28119,2.88336,4.27853,0.998381,734.418,0.54882,0.54971,3.8,25.93,0,0,0.0000999,-4.000538003
16.22503,15.54002,16.19731,0.337247,7216.95,0.82672,2.45138,3.8,25.93,0,0,0.000287,-3.542300979
49.11424,48.99332,49.11424,0.273291,18319.6,0.8565,3.13402,3.8,25.93,0,0,0.000349,-3.456727858
20.66272,20.39761,20.66272,0.541781,1747.39,0.72824,1.34416,3.8,25.93,0,0,0.000415,-3.38229787
20.36428,20.09546,20.36428,0.553212,1718.94,0.72874,1.31729,3.8,25.93,0,0,0.000916,-3.038185735
29.96288,29.73621,29.96288,0.369794,10059.2,0.8078,2.18446,3.8,25.93,0,0,0.000192,-3.716232759
16.67271,16.49428,16.67271,0.603249,1456.02,0.69068,1.14493,3.8,25.93,0,0,0.000268,-3.571132708
17.65225,17.51403,17.65225,0.588448,1377.32,0.70352,1.19555,3.8,25.93,0,0,0.00061,-3.214838512
18.35439,18.1616,18.35439,0.560953,1445.65,0.70694,1.26025,3.8,25.93,0,0,0.000286,-3.543971652
20.01108,19.91979,20.01108,0.639819,1606.76,0.7058,1.10312,3.8,25.93,0,0,0.000378,-3.422701829
4.1641,3.30834,4.1641,1.08783,557.197,0.42994,0.395225,3.8,25.93,0,0,0.0000395,-4.403242745
10.88939,10.65465,10.85205,0.963005,1490.96,0.60192,0.625043,3.8,25.93,0,0,0.000222,-3.654399336
7.18933,5.73059,7.18927,0.681379,4643.61,0.66322,0.97335,3.8,25.93,0,0,0.000108,-3.964715593
12.97634,12.57855,12.97634,0.976684,1371.7,0.54676,0.559813,3.8,25.93,0,0,0.0000757,-4.121175413
12.95861,12.4688,12.95861,0.719234,1781.92,0.6361,0.884413,3.8,25.93,0,0,0.00019,-3.721393775
14.44429,12.4688,14.44429,0.349524,4790.36,0.83102,2.37758,3.8,25.93,0,0,0.000412,-3.384771948
7.10665,5.5071,7.09774,0.623168,2235.22,0.66918,1.07383,3.8,25.93,0,0,0.00017,-3.770276374
7.06247,5.44161,6.92342,0.639669,2189.36,0.66964,1.04685,3.8,25.93,0,0,0.000361,-3.442174955
9.43745,8.92878,9.43745,1.17738,389.92,0.51728,0.439349,3.8,25.93,0,0,0.0000947,-4.023506791
4.47026,3.94536,4.47026,1.45312,313.143,0.43886,0.302013,3.8,25.93,0,0,0.0000809,-4.091820869
3.66795,3.43236,3.66172,1.18185,1697.5,0.479,0.405295,3.8,25.93,0,0,0.0000418,-4.378892375
11.87365,11.4595,11.87365,0.749709,664.939,0.62606,0.83507,3.8,25.93,0,0,0.000195,-3.710877072
4.47015,3.94512,4.47015,1.45312,313.115,0.43882,0.301985,3.8,25.93,0,0,0.000139,-3.85582487
21.52876,21.16998,21.52876,0.457341,2117.35,0.76852,1.68041,3.8,25.93,0,0,0.000443,-3.353245187
16.08588,15.70244,16.08588,0.667934,1052.92,0.6746,1.00998,3.8,25.93,0,0,0.000745,-3.127699212
15.25478,14.9013,15.25478,0.73161,943.28,0.65886,0.900562,3.8,25.93,0,0,0.000144,-3.843041022
17.29679,14.24164,17.29679,0.223774,18674.3,0.89244,3.98813,3.8,25.93,0,0,0.00127,-2.89539649
12.73972,12.58386,12.73972,0.660153,1937.89,0.66804,1.01195,3.8,25.93,0,0,0.000286,-3.543508517
10.24517,9.62021,10.24517,0.678253,1985.78,0.65548,0.966424,3.8,25.93,0,0,0.0000413,-4.383901339
9.79532,9.29008,9.78939,0.617607,2390.99,0.6729,1.08953,3.8,25.93,0,0,0.0000776,-4.110109023
10.03326,9.4029,10.03326,0.696639,1973.06,0.64396,0.924381,3.8,25.93,0,0,0.000461,-3.336268148
22.44104,22.15523,22.44104,0.445999,3396.2,0.79162,1.77494,3.8,25.93,0,0,0.000178,-3.748923041
16.91262,16.4857,16.91262,0.514202,3253,0.75824,1.47459,3.8,25.93,0,0,0.00104,-2.982639107
7.68943,7.05379,7.68943,0.745068,1133.22,0.60674,0.814341,3.8,25.93,0,0,0.000126,-3.89816213
22.68783,22.4477,22.68783,0.475468,2055.13,0.75944,1.59725,3.8,25.93,0,0,0.000268,-3.571171746
36.16119,36.01552,36.16119,0.372779,4983.16,0.80976,2.17222,3.8,25.93,0,0,0.000857,-3.066970769
50.14915,50.04182,50.14915,0.278422,9382.42,0.85586,3.07397,3.8,25.93,0,0,0.000206,-3.686487501
24.51054,23.62135,24.51054,0.293448,10492.5,0.8552,2.91432,3.8,25.93,0,0,0.000112,-3.950600753
19.85577,19.52389,19.85577,0.503907,1657.85,0.7314,1.45146,3.8,25.93,0,0,0.000177,-3.751365253
19.68457,19.37945,19.68457,0.532963,1559.07,0.72436,1.35912,3.8,25.93,0,0,0.000311,-3.507258832
18.89159,18.61138,18.89159,0.574994,2836.09,0.70776,1.2309,3.8,25.93,0,0,0.000285,-3.545619885
23.79747,23.68832,23.79747,0.513519,6462.69,0.75634,1.47286,3.8,25.93,0,0,0.000144,-3.84037594
26.02626,25.80442,26.02626,0.493969,6432.39,0.7621,1.54281,3.8,25.93,0,0,0.00019,-3.720493942
27.4266,27.19968,27.4266,0.471421,6363.21,0.76324,1.61902,3.8,25.93,0,0,0.000275,-3.56008683
18.3963,18.21722,18.3963,0.603149,1393.23,0.68492,1.13557,3.8,25.93,0,0,0.000376,-3.42517382
18.83337,18.66531,18.83337,0.608944,1417.93,0.6816,1.11931,3.8,25.93,0,0,0.000516,-3.287167252
27.55602,27.45538,27.55602,0.574519,3294.59,0.772,1.34373,3.8,25.93,0,0,0.000158,-3.800212433
12.30436,11.79846,12.29967,0.660385,5472.39,0.73698,1.11599,3.8,25.93,0,0,0.000084,-4.075855268
27.98486,27.92171,27.98486,0.535607,3553.23,0.77934,1.45506,3.8,25.93,0,0,0.000218,-3.661752516
13.82622,13.58025,13.82495,0.616353,5927.44,0.74804,1.21366,3.8,25.93,0,0,0.000218,-3.661893044
7.79146,7.43582,7.79146,0.999305,1474.14,0.52016,0.520522,3.8,25.93,0,0,0.000068,-4.167741114
14.90801,14.44401,14.90801,0.65643,4078.41,0.67362,1.02619,3.8,25.93,0,0,0.000206,-3.685411508
11.85223,11.53658,11.85223,0.820071,1642.75,0.63806,0.778054,3.8,25.93,0,0,0.000129,-3.888539509
9.37898,8.6479,9.37898,0.603528,4820.3,0.68894,1.14152,3.8,25.93,0,0,0.0000901,-4.045207867
9.48623,9.16447,9.40749,0.767662,1794.63,0.61022,0.794907,3.8,25.93,0,0,0.000175,-3.757308031
10.35874,9.36869,10.34793,0.629319,4841.78,0.67482,1.0723,3.8,25.93,0,0,0.0000831,-4.080340198
9.61081,9.15512,9.61081,1.09379,780.357,0.5472,0.500278,3.8,25.93,0,0,0.000166,-3.779907433
5.09761,3.90404,5.09657,1.12211,1487.08,0.53488,0.476675,3.8,25.93,0,0,0.000114,-3.94352537
14.76,14.44648,14.76,0.794048,1516.6,0.5832,0.734465,3.8,25.93,0,0,0.000207,-3.684458639
16.78763,16.06055,16.78763,0.594923,4541.52,0.69746,1.17235,3.8,25.93,0,0,0.000302,-3.519840181
19.46333,19.18723,19.46333,0.52699,4704.57,0.7225,1.37099,3.8,25.93,0,0,0.000253,-3.59748991
36.46018,36.08773,36.45925,0.357829,18522.9,0.81628,2.2812,3.8,25.93,0,0,0.000158,-3.802606925
